name,url,img_url,category,summary,rating,rating_count,review_count,ingredients,directions,prep,cook,total,servings,yield,calories,carbohydrates_g,sugars_g,fat_g,saturated_fat_g,cholesterol_mg,protein_g,dietary_fiber_g,sodium_mg,calories_from_fat,calcium_mg,iron_mg,magnesium_mg,potassium_mg,zinc_mg,phosphorus_mg,vitamin_a_iu_IU,niacin_equivalents_mg,vitamin_b6_mg,vitamin_c_mg,folate_mcg,thiamin_mg,riboflavin_mg,vitamin_e_iu_IU,vitamin_k_mcg,biotin_mcg,vitamin_b12_mcg,mono_fat_g,poly_fat_g,trans_fatty_acid_g,omega_3_fatty_acid_g,omega_6_fatty_acid_g
One Bowl Chocolate Cake III,https://www.allrecipes.com/recipe/17981/one-bowl-chocolate-cake-iii/,,"Desserts ,Cakes",This is a rich and moist chocolate cake. It only takes a few minutes to prepare the batter. Frost with your favorite chocolate frosting.,4.68,4197,4284,2 cups white sugar ; 1 ¾ cups all-purpose flour ; ¾ cup unsweetened cocoa powder ; 1 ½ teaspoons baking powder ; 1 ½ teaspoons baking soda ; 1 teaspoon salt ; 2 eggs ; 1 cup milk ; ½ cup vegetable oil ; 2 teaspoons vanilla extract ; 1 cup boiling water,"Preheat oven to 350 degrees F (175 degrees C). Grease and flour two nine inch round pans. In a large bowl, stir together the sugar, flour, cocoa, baking powder, baking soda and salt. Add the eggs, milk, oil and vanilla, mix for 2 minutes on medium speed of mixer. Stir in the boiling water last. Batter will be thin. Pour evenly into the prepared pans. Bake 30 to 35 minutes in the preheated oven, until the cake tests done with a toothpick. Cool in the pans for 10 minutes, then remove to a wire rack to cool completely.",20 mins,30 mins,1 hr,24,2 - 9 inch round cake layers,156.6,25.7,17.3,5.7,1.1,16.3,2.3,1.1,217.1,50.9,36.4,0.9,17.3,72.6,,,39.5,1.1,,,20.0,0.1,,,,,,,,,,
Indian Chicken Curry (Murgh Kari),https://www.allrecipes.com/recipe/212721/indian-chicken-curry-murgh-kari/,,"World Cuisine ,Asian",This is a really good recipe for spicy Indian chicken curry. It's pretty easy to make and tastes really good!,4.75,1096,1121,"2 pounds skinless, boneless chicken breast halves ; 2 teaspoons salt ; ½ cup cooking oil ; 1 ½ cups chopped onion ; 1 tablespoon minced garlic ; 1 ½ teaspoons minced fresh ginger root ; 1 tablespoon curry powder ; 1 teaspoon ground cumin ; 1 teaspoon ground turmeric ; 1 teaspoon ground coriander ; 1 teaspoon cayenne pepper ; 1 tablespoon water ; 1 (15 ounce) can crushed tomatoes ; 1 cup plain yogurt ; 1 tablespoon chopped fresh cilantro ; 1 teaspoon salt ; ½ cup water ; 1 teaspoon garam masala ; 1 tablespoon chopped fresh cilantro ; 1 tablespoon fresh lemon juice","Sprinkle the chicken breasts with 2 teaspoons salt. Heat the oil in a large skillet over high heat; partially cook the chicken in the hot oil in batches until completely browned. Transfer the browned chicken breasts to a plate and set aside. Reduce the heat under the skillet to medium-high; add the onion, garlic, and ginger to the oil remaining in the skillet and cook and stir until the onion turns translucent, about 8 minutes. Stir the curry powder, cumin, turmeric, coriander, cayenne, and 1 tablespoon of water into the onion mixture; allow to heat together for about 1 minute while stirring. Mix the tomatoes, yogurt, 1 tablespoon chopped cilantro, and 1 teaspoon salt into the mixture. Return the chicken breast to the skillet along with any juices on the plate. Pour 1/2 cup water into the mixture; bring to a boil, turning the chicken to coat with the sauce. Sprinkle the garam masala and 1 tablespoon cilantro over the chicken. Cover the skillet and simmer until the chicken breasts are no longer pink in the center and the juices run clear, about 20 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). Sprinkle with lemon juice to serve.",20 mins,40 mins,1 hr,6,6 servings,427.4,14.7,4.7,24.3,4.7,94.7,38.1,2.9,1370.4,218.4,143.2,3.0,63.8,699.4,,,748.2,23.1,,12.4,28.8,0.2,,,,,,,,,,
Chef John's Italian Meatballs,https://www.allrecipes.com/recipe/220854/chef-johns-italian-meatballs/,,"Main Dishes ,Meatball Recipes","Homemade meatballs are a very easy to make, and since we skip the very messy step of pan-frying these before they hit the sauce, it becomes downright simple. Here I use a standard half-beef/half-pork mixture. You can substitute water or beef broth for the milk, if preferred.",4.82,2192,2144,"⅓ cup plain bread crumbs ; ½ cup milk ; 2 tablespoons olive oil ; 1 onion, diced ; 1 pound ground beef ; 1 pound ground pork ; 2 eggs ; ¼ bunch fresh parsley, chopped ; 3 cloves garlic, crushed ; 2 teaspoons salt ; 1 teaspoon ground black pepper ; ½ teaspoon red pepper flakes ; 1 teaspoon dried Italian herb seasoning ; 2 tablespoons grated Parmesan cheese","Cover a baking sheet with foil and spray lightly with cooking spray. Soak bread crumbs in milk in a small bowl for 20 minutes. Heat olive oil in a skillet over medium heat. Cook and stir onions in hot oil until translucent, about 20 minutes. Mix beef and pork together in a large bowl. Stir onions, bread crumb mixture, eggs, parsley, garlic, salt, black pepper, red pepper flakes, Italian herb seasoning, and Parmesan cheese into meat mixture with a rubber spatula until combined. Cover and refrigerate for about one hour. Preheat an oven to 425 degrees F (220 degrees C). Using wet hands, form meat mixture into balls about 1 1/2 inches in diameter. Arrange onto prepared baking sheet. Bake in the preheated oven until browned and cooked through, 15 to 20 minutes.",20 mins,35 mins,2 hrs 15 mins,30,30 meatballs,81.9,1.7,0.5,5.5,1.9,32.3,6.2,0.2,192.1,49.3,19.1,0.6,7.1,93.4,,,84.6,2.4,,1.2,6.3,0.1,,,,,,,,,,
Mississippi Pot Roast,https://www.allrecipes.com/recipe/260697/mississippi-pot-roast/,,"Main Dishes ,Beef",Mississippi pot roast is a perfect dish perfect for the Slow Cooker.,4.63,341,274,1 (3 pound) chuck roast ; ½ (12 ounce) jar pepperoncini ; ½ (12 ounce) jar pepperoncini juice ; 1 (1 ounce) packet au jus gravy mix ; 1 (0.4 oz) package buttermilk ranch dressing (such as Hidden Valley®) ;  salt and ground black pepper to taste,"Combine chuck roast, pepperoncini, pepperoncini juice, au jus mix, buttermilk ranch dressing, salt, and pepper in a slow cooker. Cook on Low until roast is fork-tender, about 8 hours. Pull chuck apart with 2 forks. Cover with aluminum foil to keep warm.",5 mins,8 hrs,8 hrs 5 mins,8,8 servings,280.2,2.9,0.1,20.1,7.8,78.2,20.0,0.2,915.4,180.6,19.8,2.6,14.2,172.1,,,88.6,5.5,,0.2,3.7,0.1,,,,,,,,,,
Slow Cooker Turkey Breast,https://www.allrecipes.com/recipe/92528/slow-cooker-turkey-breast/,,"Meat and Poultry ,Turkey","Quick and easy way to cook turkey in the slow cooker. With only two ingredients, the only hard part is waiting.",4.55,1689,1683,1 (6 pound) bone-in turkey breast ; 1 (1 ounce) envelope dry onion soup mix,"Rinse the turkey breast and pat dry. Cut off any excess skin, but leave the skin covering the breast. Rub onion soup mix all over outside of the turkey and under the skin. Place in a slow cooker. Cover, and cook on High for 1 hour, then set to Low, and cook for 7 hours.",10 mins,8 hrs,8 hrs 10 mins,12,12 servings,273.0,1.5,0.1,1.5,0.5,164.0,59.5,0.1,308.9,13.6,28.6,3.1,57.3,576.9,,,,25.9,,0.3,11.9,0.1,,,,,,,,,,
Deep Fried Turkey Rub,https://www.allrecipes.com/recipe/95992/deep-fried-turkey-rub/,,"Side Dish ,Sauces and Condiments",This is an awesome rub for your deep fried turkey. Can also be used on chickens...just be sure to marinate in the fridge for at least 24 hrs for the best flavor. 2 days is optimal. Enjoy!!,4.93,60,61,"25 bay leaves, crushed ; 3 ½ teaspoons dried thyme ; 3 ½ teaspoons dried oregano ; 1 ½ teaspoons freshly ground pepper ; 2 teaspoons garlic powder ; 3 tablespoons Creole seasoning","In a small bowl, mix together the bay leaves, thyme, oregano, pepper, garlic powder and Creole seasoning. Rub onto a turkey and refrigerate for 24 hours before frying according to your favorite recipe.",5 mins,,5 mins,12,1 /2 cup,10.5,2.1,0.1,0.2,,,0.4,0.7,356.1,1.8,18.9,0.9,3.3,42.8,,,66.2,0.1,,0.7,2.9,,,,,,,,,,,
Ukrainian Red Borscht Soup,https://www.allrecipes.com/recipe/84450/ukrainian-red-borscht-soup/,,"Soups, Stews and Chili Recipes ,Soup Recipes",My friend's mother from Ukraine taught me this recipe for the classic beet soup. It's as authentic as it gets. It can be served vegetarian-style by omitting the sausage.,4.49,465,482,"1 (16 ounce) package pork sausage ; 3 medium beets, peeled and shredded ; 3 carrots, peeled and shredded ; 3 medium baking potatoes, peeled and cubed ; 1 tablespoon vegetable oil ; 1 medium onion, chopped ; 1 (6 ounce) can tomato paste ; ¾ cup water ; ½ medium head cabbage, cored and shredded ; 1 (8 ounce) can diced tomatoes, drained ; 3 cloves garlic, minced ;  salt and pepper to taste ; 1 teaspoon white sugar, or to taste ; ½ cup sour cream, for topping ; 1 tablespoon chopped fresh parsley for garnish","Crumble the sausage (if using) into a skillet over medium-high heat. Cook and stir until no longer pink. Remove from the heat and set aside. Fill a large pot halfway with water(about 2 quarts), and bring to a boil. Add the sausage, and cover the pot. Return to a boil. Add the beets, and cook until they have lost their color. Add the carrots and potatoes, and cook until tender, about 15 minutes. Add the cabbage, and the can of diced tomatoes. Heat the oil in a skillet over medium heat. Add the onion, and cook until tender. Stir in the tomato paste and water until well blended. Transfer to the pot. Add the raw garlic to the soup, cover and turn off the heat. Let stand for 5 minutes. Taste, and season with salt, pepper and sugar. Ladle into serving bowls, and garnish with sour cream, if desired, and fresh parsley.",25 mins,40 mins,1 hr 5 mins,10,10 servings,256.9,24.4,8.0,13.8,5.2,31.0,10.1,4.8,626.3,124.3,78.0,2.4,43.4,836.7,,,3664.5,4.5,,39.2,66.7,0.4,,,,,,,,,,
Sweet and Sour Sauce I,https://www.allrecipes.com/recipe/19670/sweet-and-sour-sauce-i/,,"Side Dish ,Sauces and Condiments","An excellent, traditional sweet and sour sauce. It is great served with meatballs, with tempura, or even over rice!",4.49,875,882,¾ cup white sugar ; ⅓ cup white vinegar ; ⅔ cup water ; ¼ cup soy sauce ; 1 tablespoon ketchup ; 2 tablespoons cornstarch,"Place the sugar, vinegar, water, soy sauce, ketchup and cornstarch in a medium saucepan, and bring to a boil. Stir continuously until the mixture has thickened.",2 mins,10 mins,12 mins,16,2 cups,43.2,10.8,9.6,,,,0.3,,236.3,,1.3,0.1,2.0,12.6,,,8.7,0.2,,0.1,0.7,,,,,,,,,,,
Easy Pork Chops for the Slow Cooker,https://www.allrecipes.com/recipe/237411/easy-pork-chops-for-the-slow-cooker/,,"Main Dishes ,Pork","This is one of my 'go to' recipes when pressed for time on a busy weekend. For a richer mushroom taste, use roasted cream of mushroom soup.",4.41,252,222,"1 large onion, sliced into rings ; 10 center-cut boneless pork chops, trimmed ; 1 (10.75 ounce) can cream of onion soup ; 1 (10.75 ounce) can cream of mushroom soup ; 5 fluid ounces water ; 1 (1 ounce) package ranch dressing mix ; 1 (1 ounce) package dry onion soup mix ;  salt and ground black pepper to taste","Spread about half the onion slices into the bottom of the slow cooker. Arrange 5 pork chops atop the onion layer. Repeat layering with remaining onion and pork chops. Pour cream of onion soup, cream of mushroom soup, and water over the pork chops and onion. Sprinkle ranch dressing mix and onion soup mix over the pork chops; season with salt and pepper. Cook on High until the pork chops are tender to your liking, 2 1/2 to 3 hours. Alternately, you can cook on Low for 4 1/2 to 5 hours. An instant-read thermometer inserted into the center should read at least 145 degrees F (63 degrees C).",10 mins,2 hrs 30 mins,2 hrs 40 mins,10,10 servings,236.7,9.8,1.2,10.1,3.3,62.7,25.0,0.5,907.0,90.9,40.3,1.4,20.6,425.6,,,86.0,9.2,,2.0,9.2,0.5,,,,,,,,,,
Whipped Cream,https://www.allrecipes.com/recipe/18352/whipped-cream/,,"Desserts ,Fillings",How to make basic whipped cream. For best results make sure whisk and bowl are ice cold.,4.62,1177,1233,1 cup heavy cream ; 1 teaspoon vanilla extract ; 1 tablespoon confectioners' sugar,"In a large bowl, whip cream until stiff peaks are just about to form. Beat in vanilla and sugar until peaks form. Make sure not to over-beat, cream will then become lumpy and butter-like.",5 mins,,5 mins,16,16 servings,53.9,0.9,0.5,5.5,3.4,20.4,0.3,,5.7,49.5,9.7,,1.1,11.6,,,218.7,0.1,,0.1,0.6,,,,,,,,,,,
The Best Meatloaf I've Ever Made,https://www.allrecipes.com/recipe/74360/the-best-meatloaf-ive-ever-made/,,"Main Dishes ,Meatloaf Recipes","When I was growing up, my mom never ever made meatloaf and I always wanted to try it - I finally tried it at a restaurant and loved it. When I moved out on my own I started experimenting with different recipes and creating my own version. I finally came up with the best meatloaf I have ever made, and I wanted to share it.",4.52,1007,1001,"1 tablespoon butter ; ¼ cup minced onion ; 2 cloves garlic, minced ; 1 ½ teaspoons salt ; 1 ½ teaspoons freshly ground black pepper ; 2 pounds extra-lean ground beef ; 3 slices bread, toasted and crumbled ; 7 buttery round crackers, crushed ; 1 egg, lightly beaten ; 3 ½ tablespoons sour cream ; 1 ½ tablespoons Worcestershire sauce ; 1 (15 ounce) can tomato sauce, divided ; ¼ cup milk (Optional); 3 tablespoons ketchup","Preheat oven to 350 degrees F (175 degrees C). Melt the butter in a skillet over medium heat, and cook the onion and garlic 5 minutes, until onion is tender. Remove from heat, and season with salt and pepper. In a large bowl, mix the onion and garlic, beef, crumbled bread, crushed crackers, egg, sour cream, Worcestershire sauce, and 1/2 can tomato sauce. Gradually stir in the milk 1 teaspoon at a time until mixture is moist, but not soggy. Transfer the mixture to a 5x9 inch loaf pan. Bake uncovered in the preheated oven 40 minutes. Increase oven temperature to 400 degrees F (200 degrees C), and continue baking 15 minutes, to an internal temperature of 160 degrees F (70 degrees C). In a small bowl, mix the remaining tomato sauce and ketchup. Pour over the top of the meatloaf, and continue baking 10 minutes.",15 mins,1 hr 10 mins,1 hr 25 mins,12,12 servings,212.6,8.7,3.3,11.6,4.8,76.1,17.9,0.8,648.6,104.0,39.3,2.5,22.0,335.2,,,246.0,6.9,,3.8,20.5,0.1,,,,,,,,,,
Microwave Baked Potato,https://www.allrecipes.com/recipe/85337/microwave-baked-potato/,,"Side Dish ,Potato","If you want the yummy taste of a slowly baked potato but aren't patient enough, or don't have the know-how to bake it in an oven, this is for you. Give it 12 minutes and get a mouth-watering, taste bud-tingling treat.",4.15,388,378,1 large russet potato ; 1 tablespoon butter or margarine ; 3 tablespoons shredded Cheddar cheese ;  salt and pepper to taste ; 3 teaspoons sour cream,"Scrub the potato, and prick several time with the tines of a fork. Place on a plate. Cook on full power in the microwave for 5 minutes. Turn over, and continue to cook for 5 more minutes. When the potato is soft, remove from the microwave, and cut in half lengthwise. Season with salt and pepper, and mash up the inside a little using a fork. Top the open sides with butter and 2 tablespoons of cheese. Return to the microwave, and cook for about 1 minute to melt the cheese. Top with remaining cheese and sour cream, and serve.",1 min,11 mins,12 mins,1,1 serving,517.3,65.4,3.0,23.1,14.5,63.1,14.2,8.1,421.6,208.2,244.4,3.1,93.7,1602.1,,,705.5,7.2,,72.8,65.5,0.3,,,,,,,,,,
Hamburger Steak with Onions and Gravy,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/,,"Main Dishes ,Beef","An easy-to-make classic featuring tasty hamburger 'steaks' smothered in gravy and onions. Traditionally served with hot white rice or potatoes, it's a great way to dress up a pound of ground beef and you probably have all the ingredients on hand!",4.61,4073,4216,1 pound ground beef ; 1 egg ; ¼ cup bread crumbs ; ⅛ teaspoon ground black pepper ; ½ teaspoon seasoned salt ; ½ teaspoon onion powder ; ½ teaspoon garlic powder ; 1 teaspoon Worcestershire sauce ; 1 tablespoon vegetable oil ; 1 cup thinly sliced onion ; 2 tablespoons all-purpose flour ; 1 cup beef broth ; 1 tablespoon cooking sherry ; ½ teaspoon seasoned salt,"In a large bowl, mix together the ground beef, egg, bread crumbs, pepper, salt, onion powder, garlic powder, and Worcestershire sauce. Form into 8 balls, and flatten into patties. Heat the oil in a large skillet over medium heat. Fry the patties and onion in the oil until patties are nicely browned, about 4 minutes per side. Remove the beef patties to a plate, and keep warm. Sprinkle flour over the onions and drippings in the skillet. Stir in flour with a fork, scraping bits of beef off of the bottom as you stir. Gradually mix in the beef broth and sherry. Season with seasoned salt. Simmer and stir over medium-low heat for about 5 minutes, until the gravy thickens. Turn heat to low, return patties to the gravy, cover, and simmer for another 15 minutes.",15 mins,25 mins,40 mins,4,4 servings,318.8,13.5,2.6,18.5,6.3,115.3,23.1,1.2,597.2,166.9,49.9,3.0,27.4,386.9,,,123.7,10.1,,3.5,37.0,0.1,,,,,,,,,,
Chicken Pot Pie IX,https://www.allrecipes.com/recipe/26317/chicken-pot-pie-ix/,,"Main Dishes ,Savory Pie Recipes","A delicious chicken pie made from scratch with carrots, peas and celery.",4.81,13041,13902,"1 pound skinless, boneless chicken breast halves - cubed ; 1 cup sliced carrots ; 1 cup frozen green peas ; ½ cup sliced celery ; ⅓ cup butter ; ⅓ cup chopped onion ; ⅓ cup all-purpose flour ; ½ teaspoon salt ; ¼ teaspoon black pepper ; ¼ teaspoon celery seed ; 1 ¾ cups chicken broth ; ⅔ cup milk ; 2 (9 inch) unbaked pie crusts","Preheat oven to 425 degrees F (220 degrees C.) In a saucepan, combine chicken, carrots, peas, and celery. Add water to cover and boil for 15 minutes. Remove from heat, drain and set aside. In the saucepan over medium heat, cook onions in butter until soft and translucent. Stir in flour, salt, pepper, and celery seed. Slowly stir in chicken broth and milk. Simmer over medium-low heat until thick. Remove from heat and set aside. Place the chicken mixture in bottom pie crust. Pour hot liquid mixture over. Cover with top crust, seal edges, and cut away excess dough. Make several small slits in the top to allow steam to escape. Bake in the preheated oven for 30 to 35 minutes, or until pastry is golden brown and filling is bubbly. Cool for 10 minutes before serving.",20 mins,50 mins,1 hr 10 mins,8,1 9-inch pie,412.0,30.4,3.2,23.9,9.1,54.9,18.4,3.3,517.0,215.2,52.7,2.3,33.8,319.7,,,3257.2,12.2,,5.8,64.4,0.3,,,,,,,,,,
