name,url,img_data_url,category,summary,rating,rating_count,review_count,ingredients,directions,prep,cook,total,servings,yield,calories,carbohydrates_g,sugars_g,fat_g,saturated_fat_g,cholesterol_mg,protein_g,dietary_fiber_g,sodium_mg,calories_from_fat,calcium_mg,iron_mg,magnesium_mg,potassium_mg,zinc_mg,phosphorus_mg,vitamin_a_iu_IU,niacin_equivalents_mg,vitamin_b6_mg,vitamin_c_mg,folate_mcg,thiamin_mg,riboflavin_mg,vitamin_e_iu_IU,vitamin_k_mcg,biotin_mcg,vitamin_b12_mcg,mono_fat_g,poly_fat_g,trans_fatty_acid_g,omega_3_fatty_acid_g,omega_6_fatty_acid_g
Easy Mochi,https://www.allrecipes.com/recipe/193307/easy-mochi/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2017%2F02%2F1014786-Easy-Mochi-Photo-by-liz-650x465.jpg,"World Cuisine,Asian","A lovely Chinese New Year's snack; soft, slightly sweet, and chewy, this is a wonderful traditional dessert. Ready in only minutes. Serve with steaming hot tea!",4.12,50,50,"1 cup sweetened red bean paste , 1 cup sweet rice flour (mochiko) , 1 teaspoon green tea powder (matcha) , 1 cup water , ¼ cup white sugar , ½ cup cornstarch, for rolling out the dough","Wrap red bean paste in aluminum foil and place in the freezer for at least 3 hours. Mix sweet rice flour and green tea powder thoroughly in a microwave-safe glass or ceramic bowl. Stir in water, then sugar. Mix until smooth. Cover bowl with plastic wrap. Cook the rice flour mixture in the microwave for 3 minutes and 30 seconds. Meanwhile, remove red bean paste from the freezer and divide paste into 8 equal balls. Set aside. Stir rice flour mixture and heat for another 15 to 30 seconds. Dust work surface with cornstarch. While the mochi is still hot from the microwave, begin rolling balls the size of about 2 tablespoons. Flatten the mochi ball and place 1 frozen red bean paste ball in the center. Pinch the mochi over the red bean paste until the paste is completely covered. Sprinkle with additional cornstarch and place mochi seam side down in a paper muffin liner to prevent sticking. Repeat until all the mochi and red bean paste is used.",30 mins,5 mins,3 hrs 35 mins,8,8 servings,213.2,49.8,6.4,0.2,,,2.8,1.1,82.3,2.0,12.9,0.7,13.0,50.9,,,6.2,1.0,,0.3,39.6,,,,,,,,,,,
Spanakopita (Greek Spinach Pie),https://www.allrecipes.com/recipe/18417/spanakopita-greek-spinach-pie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2015%2F03%2F754051-Spanakopita-Photo-by-recordaras-resize.jpg,"World Cuisine,European","This is an authentic, really rich pie stuffed with spinach, onions, cheeses and herbs that are all enfolded by crispy, flaky phyllo dough.",4.52,854,893,"3 tablespoons olive oil , 1 large onion, chopped , 1 bunch green onions, chopped , 2 cloves garlic, minced , 2 pounds spinach, rinsed and chopped , ½ cup chopped fresh parsley , 2 eggs, lightly beaten , ½ cup ricotta cheese , 1 cup crumbled feta cheese , 8 sheets phyllo dough , ¼ cup olive oil","Preheat oven to 350 degrees F (175 degrees C). Lightly oil a 9x9 inch square baking pan. Heat 3 tablespoons olive oil in a large skillet over medium heat. Saute onion, green onions and garlic, until soft and lightly browned. Stir in spinach and parsley, and continue to saute until spinach is limp, about 2 minutes. Remove from heat and set aside to cool. In a medium bowl, mix together eggs, ricotta, and feta. Stir in spinach mixture. Lay 1 sheet of phyllo dough in prepared baking pan, and brush lightly with olive oil. Lay another sheet of phyllo dough on top, brush with olive oil, and repeat process with two more sheets of phyllo. The sheets will overlap the pan. Spread spinach and cheese mixture into pan and fold overhanging dough over filling. Brush with oil, then layer remaining 4 sheets of phyllo dough, brushing each with oil. Tuck overhanging dough into pan to seal filling. Bake in preheated oven for 30 to 40 minutes, until golden brown. Cut into squares and serve while hot.",30 mins,1 hr,1 hr 30 mins,5,1 - 9x9 inch pan,494.1,31.5,5.4,34.7,11.5,100.3,18.2,7.4,893.9,312.4,494.9,7.7,175.3,1304.2,,,12264.4,7.4,,61.8,391.1,0.3,,,,,,,,,,
Authentic Mole Sauce,https://www.allrecipes.com/recipe/223261/authentic-mole-sauce/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1037459.jpg,"Side Dish,Sauces and Condiments",Hot chiles and rich chocolate make this authentic mole sauce perfect for topping stewed meats or enchiladas.,4.49,76,80,"2 cups chicken broth , 2 dried guajillo chiles, stemmed and seeded , 2 dried ancho chiles, stemmed and seeded , 3 dried chipotle chiles, stemmed and seeded , 1 dinner roll, torn into pieces , 2 corn tortillas, cut into 1-inch strips , 2 tomatoes, cut in half crosswise , 5 tomatillos, cut in half crosswise , 1 tablespoon lard , 1 onion, halved and thinly sliced , ½ head garlic, peeled and sliced , ⅓ cup chopped peanuts , ¼ cup raisins , 2 tablespoons cumin seeds , 1 tablespoon dried thyme , 3 cinnamon sticks , 5 whole cloves , 6 whole allspice berries , 5 ounces dark chocolate, coarsely chopped , 1 cup chicken broth , 3 tablespoons white sugar , 1 teaspoon salt","Toast guajillo chiles, ancho chiles, and chipotle chiles in a dry pan over medium heat, stirring constantly, until warm and aromatic, about 3 minutes. Transfer to the blender with chicken broth. Heat 2 cups chicken broth in a saucepan until it begins to simmer, about 5 minutes. Pour broth into a blender. Toast dinner roll pieces and tortilla strips in a dry pan over medium heat, stirring constantly, until lightly browned, about 3 minutes. Transfer to the blender with chicken broth and chiles Allow the chiles and toasted bread and tortillas to soak, fully submerged, in the chicken broth until softened, about 10 minutes. Blend the mixture until smooth. Cook tomatoes and tomatillos in a dry skillet on medium-high heat until soft and blackened, 3 to 4 minutes per side. Place tomatoes in the blender with the chile puree. Melt lard in a large skillet over medium heat. Stir in onion, garlic, peanuts, raisins, cumin seeds, thyme, cinnamon sticks, cloves, and allspice berries; cook and stir until onions are soft and golden, 5 to 8 minutes. Remove the cinnamon sticks and other whole spices; add onion mixture to the blender with the chile-tomato mixture and blend until smooth. Pour chile puree into a large saucepan over medium heat. Stir in chocolate chicken broth, sugar, and salt. Bring mixture to a simmer; stir until chocolate is melted and sauce is thickened and slightly reduced, 10 to 15 minutes.",20 mins,30 mins,1 hr,4,1 quart mole sauce,506.8,74.9,42.5,23.3,8.8,7.1,11.0,11.3,1372.7,210.0,165.2,7.4,126.3,1016.5,,,2674.4,6.3,,22.5,65.4,0.3,,,,,,,,,,
Tiramisu Layer Cake,https://www.allrecipes.com/recipe/25639/tiramisu-layer-cake/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4443088.jpg,"World Cuisine,European",Fancy taste without all the work. This cake is wonderful for a get together or just a special occasion at home. Using a box cake mix as a base it's a real time saver!,4.76,1854,1997,"1 (18.25 ounce) package moist white cake mix , 1 teaspoon instant coffee powder , ¼ cup coffee , 1 tablespoon coffee flavored liqueur , 1 (8 ounce) container mascarpone cheese , ½ cup confectioners' sugar , 2 tablespoons coffee flavored liqueur , 2 cups heavy cream , ¼ cup confectioners' sugar , 2 tablespoons coffee flavored liqueur , 2 tablespoons unsweetened cocoa powder , 1 (1 ounce) square semisweet chocolate","Preheat oven to 350 degrees F (175 degrees C). Grease and flour 3 (9 inch) pans. Prepare the cake mix according to package directions. Divide two thirds of batter between 2 pans. Stir instant coffee into remaining batter; pour into remaining pan. Bake in the preheated oven for 20 to 25 minutes, or until a toothpick inserted into the center of the cake comes out clean. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely. In a measuring cup, combine brewed coffee and 1 tablespoon coffee liqueur; set aside. To make the filling: In a small bowl, using an electric mixer set on low speed, combine mascarpone, 1/2 cup confectioners' sugar and 2 tablespoons coffee liqueur; beat just until smooth. Cover with plastic wrap and refrigerate. To make the frosting: In a medium bowl, using an electric mixer set on medium-high speed, beat the cream, 1/4 cup confectioners' sugar and 2 tablespoons coffee liqueur until stiff. Fold 1/2 cup of cream mixture into filling mixture. To assemble the cake: Place one plain cake layer on a serving plate. Using a thin skewer, poke holes in cake, about 1 inch apart. Pour one third of reserved coffee mixture over cake, then spread with half of the filling mixture. Top with coffee-flavored cake layer; poke holes in cake. Pour another third of the coffee mixture over the second layer and spread with the remaining filling. Top with remaining cake layer; poke holes in cake. Pour remaining coffee mixture on top. Spread sides and top of cake with frosting. Place cocoa in a sieve and lightly dust top of cake. Garnish with chocolate curls. Refrigerate at least 30 minutes before serving. To make the chocolate curls, use a vegetable peeler and run it down the edge of the chocolate bar.",5 mins,20 mins,2 hrs,12,1 - 3 layer 9 inch cake,465.0,46.3,34.4,28.9,15.0,77.7,4.4,0.8,308.8,260.0,135.7,0.9,12.5,100.5,,,850.6,1.2,,0.4,40.7,0.1,,,,,,,,,,
Stuffed Cabbage Rolls,https://www.allrecipes.com/recipe/26661/stuffed-cabbage-rolls/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F-0001%2F11%2F30%2F998551.jpg,"World Cuisine,European","I don't know where I got this recipe, but I have been using it for well over 20 years. Works well in a slow cooker.",4.36,1437,1480,"⅔ cup water , ⅓ cup uncooked white rice , 8 cabbage leaves , 1 pound lean ground beef , ¼ cup chopped onion , 1 egg, slightly beaten , 1 teaspoon salt , ¼ teaspoon ground black pepper , 1 (10.75 ounce) can condensed tomato soup","In a medium saucepan, bring water to a boil. Add rice and stir. Reduce heat, cover and simmer for 20 minutes. Bring a large, wide saucepan of lightly salted water to a boil. Add cabbage leaves and cook for 2 to 4 minutes or until softened; drain. In a medium mixing bowl, combine the ground beef, 1 cup cooked rice, onion, egg, salt and pepper, along with 2 tablespoons of tomato soup. Mix thoroughly. Divide the beef mixture evenly among the cabbage leaves. Roll and secure them with toothpicks or string. In a large skillet over medium heat, place the cabbage rolls and pour the remaining tomato soup over the top. Cover and bring to a boil. Reduce heat to low and simmer for about 40 minutes, stirring and basting with the liquid often.",20 mins,40 mins,1 hr,8,8 cabbage rolls,223.1,13.3,3.0,13.1,5.0,65.8,12.8,0.9,656.9,117.7,32.5,2.4,25.8,338.4,,,1782.8,6.0,,25.2,36.6,0.1,,,,,,,,,,
Fried Rice Restaurant Style,https://www.allrecipes.com/recipe/79543/fried-rice-restaurant-style/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2020%2F04%2F27%2F3770230.jpg,"Main Dishes,Rice","A quick fried rice like you get at your favorite Chinese restaurant. A couple of eggs, baby carrots, peas and soy sauce is all you need.",4.37,1627,1719,"2 cups enriched white rice , 4 cups water , ⅔ cup chopped baby carrots , ½ cup frozen green peas , 2 tablespoons vegetable oil , 2 eggs ,  soy sauce to taste , 2 tablespoons sesame oil, to taste","In a saucepan, combine rice and water. Bring to a boil. Reduce heat, cover, and simmer for 20 minutes. In a small saucepan, boil carrots in water about 3 to 5 minutes. Drop peas into boiling water, and drain. Heat wok over high heat. Pour in oil, then stir in carrots and peas; cook about 30 seconds. Crack in eggs, stirring quickly to scramble eggs with vegetables. Stir in cooked rice. Shake in soy sauce, and toss rice to coat. Drizzle with sesame oil, and toss again.",15 mins,30 mins,45 mins,8,8 servings,261.2,39.7,1.3,8.4,1.5,46.5,5.8,1.4,380.9,75.7,29.9,2.6,20.3,124.7,,,1795.2,3.4,,2.0,121.6,0.3,,,,,,,,,,
Chicken Cordon Bleu I,https://www.allrecipes.com/recipe/8495/chicken-cordon-bleu-i/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F04%2F19%2F8495_ChickenCordonBleuI6_DanielleK-1-2000.jpg,"World Cuisine,European",This entree is easy and delicious! It's one of my husband's favorites! Try to use the largest chicken breasts you can find so you'll be able to roll them easier.,4.61,2679,2817,"4 skinless, boneless chicken breast halves , ¼ teaspoon salt , ⅛ teaspoon ground black pepper , 6 slices Swiss cheese , 4 slices cooked ham , ½ cup seasoned bread crumbs","Preheat oven to 350 degrees F (175 degrees C). Coat a 7x11 inch baking dish with nonstick cooking spray. Pound chicken breasts to 1/4 inch thickness. Sprinkle each piece of chicken on both sides with salt and pepper. Place 1 cheese slice and 1 ham slice on top of each breast. Roll up each breast, and secure with a toothpick. Place in baking dish, and sprinkle chicken evenly with bread crumbs. Bake for 30 to 35 minutes, or until chicken is no longer pink. Remove from oven, and place 1/2 cheese slice on top of each breast. Return to oven for 3 to 5 minutes, or until cheese has melted. Remove toothpicks, and serve immediately.",10 mins,35 mins,45 mins,4,4 servings,418.8,12.6,1.4,19.4,10.0,123.6,46.1,0.8,931.6,174.2,379.0,1.9,60.5,457.0,,,406.9,24.6,,11.7,25.4,0.3,,,,,,,,,,
Greek Baklava,https://www.allrecipes.com/recipe/9454/greek-baklava/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8944157.jpg,"World Cuisine,European","A Greek favorite that makes everyone think you are a master chef and is sooo easy to make!! I taught a Greek friend how to make apple pie and she taught me this fabulous recipe. The phyllo dough for this recipe is found in the freezer section of most grocery stores. Add a little lemon zest to the sugar sauce, if desired.",4.83,2337,2502,"1 (16 ounce) package phyllo dough , 1 pound chopped nuts , 1 cup butter , 1 teaspoon ground cinnamon , 1 cup water , 1 cup white sugar , 1 teaspoon vanilla extract , ½ cup honey","Preheat oven to 350 degrees F(175 degrees C). Butter the bottoms and sides of a 9x13 inch pan. Chop nuts and toss with cinnamon. Set aside. Unroll phyllo dough. Cut whole stack in half to fit pan. Cover phyllo with a dampened cloth to keep from drying out as you work. Place two sheets of dough in pan, butter thoroughly. Repeat until you have 8 sheets layered. Sprinkle 2 - 3 tablespoons of nut mixture on top. Top with two sheets of dough, butter, nuts, layering as you go. The top layer should be about 6 - 8 sheets deep. Using a sharp knife cut into diamond or square shapes all the way to the bottom of the pan. You may cut into 4 long rows the make diagonal cuts. Bake for about 50 minutes until baklava is golden and crisp. Make sauce while baklava is baking. Boil sugar and water until sugar is melted. Add vanilla and honey. Simmer for about 20 minutes. Remove baklava from oven and immediately spoon sauce over it. Let cool. Serve in cupcake papers. This freezes well. Leave it uncovered as it gets soggy if it is wrapped up.",,,,18,3 dozen,393.1,37.5,19.9,25.9,9.0,27.1,6.1,3.1,196.4,233.4,35.4,1.7,63.7,174.1,,,320.3,3.6,,0.2,43.4,0.3,,,,,,,,,,
The Best Meatballs,https://www.allrecipes.com/recipe/40399/the-best-meatballs/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2020%2F01%2F22%2F887350.jpg,"World Cuisine,European","I never knew how to make good meatballs until I found this recipe. I normally make mine with just ground beef and they still taste great. I've used the combination of pork, beef and veal and they are equally good. Definitely use fresh bread crumbs and freshly grate your cheese instead of using the canned variety...it really does make a difference.",4.65,1582,1599,"1 pound ground beef , ½ pound ground veal , ½ pound ground pork , 2 cloves garlic, minced , 2 eggs , 1 cup freshly grated Romano cheese , 1 ½ tablespoons chopped Italian flat leaf parsley ,  salt and ground black pepper to taste , 2 cups stale Italian bread, crumbled , 1 ½ cups lukewarm water , 1 cup olive oil","Combine beef, veal, and pork in a large bowl. Add garlic, eggs, cheese, parsley, salt and pepper. Blend bread crumbs into meat mixture. Slowly add the water 1/2 cup at a time. The mixture should be very moist but still hold its shape if rolled into meatballs. (I usually use about 1 1/4 cups of water). Shape into meatballs. Heat olive oil in a large skillet. Fry meatballs in batches. When the meatball is very brown and slightly crisp remove from the heat and drain on a paper towel. (If your mixture is too wet, cover the meatballs while they are cooking so that they hold their shape better.)",30 mins,20 mins,50 mins,8,8 servings,613.4,6.6,0.3,53.2,15.0,148.6,26.6,0.3,333.1,479.2,189.8,2.3,30.1,315.3,,,184.3,10.8,,1.3,36.8,0.2,,,,,,,,,,
Pan de Muertos (Mexican Bread of the Dead),https://www.allrecipes.com/recipe/7224/pan-de-muertos-mexican-bread-of-the-dead/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F286833.jpg,"Breakfast and Brunch,Breakfast Bread Recipes",This is a version of the bread that is made for the November 2 celebration known as the Dia de los Muertos (Day of the Dead) in Mexico. You can also mold the bread into different shapes like angels and animals.,4.57,155,174,"¼ cup margarine , ¼ cup milk , ¼ cup warm water (110 degrees F/45 degrees C) , 3 cups all-purpose flour , 1 ¼ teaspoons active dry yeast , ½ teaspoon salt , 2 teaspoons anise seed , ¼ cup white sugar , 2 eggs, beaten , 2 teaspoons orange zest , ¼ cup white sugar , ¼ cup orange juice , 1 tablespoon orange zest , 2 tablespoons white sugar","Heat the milk and the butter together in a medium saucepan, until the butter melts. Remove from the heat and add them warm water. The mixture should be around 110 degrees F (43 degrees C). In a large bowl combine 1 cup of the flour, yeast, salt, anise seed and 1/4 cup of the sugar. Beat in the warm milk mixture then add the eggs and orange zest and beat until well combined. Stir in 1/2 cup of flour and continue adding more flour until the dough is soft. Turn the dough out onto a lightly floured surface and knead until smooth and elastic. Place the dough into a lightly greased bowl cover with plastic wrap and let rise in a warm place until doubled in size. This will take about 1 to 2 hours. Punch the dough down and shape it into a large round loaf with a round knob on top. Place dough onto a baking sheet, loosely cover with plastic wrap and let rise in a warm place for about 1 hour or until just about doubled in size. Bake in a preheated 350 degrees F (175 degrees C) oven for about 35 to 45 minutes. Remove from oven let cool slightly then brush with glaze. To make glaze: In a small saucepan combine the 1/4 cup sugar, orange juice and orange zest. Bring to a boil over medium heat and boil for 2 minutes. Brush over top of bread while still warm. Sprinkle glazed bread with white sugar.",,,,12,1 large round loaf,207.5,35.7,11.3,5.1,1.0,31.4,4.8,1.1,155.6,45.6,21.2,1.8,10.4,79.9,,,231.0,3.0,,3.8,73.0,0.3,,,,,,,,,,
